X Y Z DENSITY NUM_HITS NUM_RAYS VOX_WIDTH
48.91770172 -61.50000000 -2.74475002 2.029760 3.226800 10.000000 0.500000
49.41770172 -61.50000000 -2.74475002 3.039480 4.090910 10.000000 0.500000
49.91770172 -61.50000000 -2.74475002 1.354620 2.450980 10.000000 0.500000
50.41770172 -61.50000000 -2.74475002 2.973310 3.914290 10.000000 0.500000
50.91770172 -61.50000000 -2.74475002 2.523280 3.359220 10.000000 0.500000
51.41770172 -61.50000000 -2.74475002 1.699150 2.395830 10.000000 0.500000
51.91770172 -61.50000000 -2.74475002 1.361470 1.774190 10.000000 0.500000
52.41770172 -61.50000000 -2.74475002 2.720930 3.818180 10.000000 0.500000
52.91770172 -61.50000000 -2.74475002 2.214500 2.840910 10.000000 0.500000
53.41770172 -61.50000000 -2.74475002 2.581770 4.186050 10.000000 0.500000
53.91770172 -61.50000000 -2.74475002 1.799860 2.982460 10.000000 0.500000
54.41770172 -61.50000000 -2.74475002 2.310030 3.061220 10.000000 0.500000
54.91770172 -61.50000000 -2.74475002 6.269920 6.835440 10.000000 0.500000
55.41770172 -61.50000000 -2.74475002 5.140040 5.945950 10.000000 0.500000
55.91770172 -61.50000000 -2.74475002 6.251500 7.148510 10.000000 0.500000
56.41770172 -61.50000000 -2.74475002 7.489280 11.000000 11.000000 0.500000
56.91770172 -61.50000000 -2.74475002 9.263610 9.516340 10.000000 0.500000
57.41770172 -61.50000000 -2.74475002 6.273220 9.124260 10.000000 0.500000
57.91770172 -61.50000000 -2.74475002 3.527000 9.264710 10.000000 0.500000
58.41770172 -61.50000000 -2.74475002 1.524680 2.739730 10.000000 0.500000
58.91770172 -61.50000000 -2.74475002 1.651960 2.972970 10.000000 0.500000
59.41770172 -61.50000000 -2.74475002 3.257170 4.202900 10.000000 0.500000
59.91770172 -61.50000000 -2.74475002 1.860280 3.076920 10.000000 0.500000
60.41770172 -61.50000000 -2.74475002 1.629920 2.985070 10.000000 0.500000
60.91770172 -61.50000000 -2.74475002 2.970400 4.894740 10.000000 0.500000
61.41770172 -61.50000000 -2.74475002 3.886730 5.567350 10.000000 0.500000
61.91770172 -61.50000000 -2.74475002 3.061600 14.000000 26.000000 0.500000
37.41770172 -61.00000000 -2.74475002 1.469910 2.514290 10.000000 0.500000
37.91770172 -61.00000000 -2.74475002 2.039200 3.000000 10.000000 0.500000
38.41770172 -61.00000000 -2.74475002 1.657170 3.285710 10.000000 0.500000
38.91770172 -61.00000000 -2.74475002 2.942990 4.700000 10.000000 0.500000
39.41770172 -61.00000000 -2.74475002 1.325440 2.000000 10.000000 0.500000
39.91770172 -61.00000000 -2.74475002 1.233270 2.244900 10.000000 0.500000
40.41770172 -61.00000000 -2.74475002 3.084770 3.604650 10.000000 0.500000
40.91770172 -61.00000000 -2.74475002 0.973118 1.811590 10.000000 0.500000
41.41770172 -61.00000000 -2.74475002 4.503410 8.800000 10.000000 0.500000
41.91770172 -61.00000000 -2.74475002 9.412930 15.000000 15.000000 0.500000
42.41770172 -61.00000000 -2.74475002 9.143390 18.000000 18.000000 0.500000
42.91770172 -61.00000000 -2.74475002 4.034330 5.458330 10.000000 0.500000
43.41770172 -61.00000000 -2.74475002 13.927300 10.000000 10.000000 0.500000
43.91770172 -61.00000000 -2.74475002 4.228000 5.445260 10.000000 0.500000
44.41770172 -61.00000000 -2.74475002 4.870040 6.216560 10.000000 0.500000
44.91770172 -61.00000000 -2.74475002 3.431440 5.046730 10.000000 0.500000
45.41770172 -61.00000000 -2.74475002 2.377320 3.000000 10.000000 0.500000
45.91770172 -61.00000000 -2.74475002 2.040580 3.262410 10.000000 0.500000
46.41770172 -61.00000000 -2.74475002 1.667470 3.338580 10.000000 0.500000
46.91770172 -61.00000000 -2.74475002 3.160940 4.000000 10.000000 0.500000
47.41770172 -61.00000000 -2.74475002 2.356120 4.182930 10.000000 0.500000
47.91770172 -61.00000000 -2.74475002 2.177380 3.507460 10.000000 0.500000
48.41770172 -61.00000000 -2.74475002 2.075310 3.082710 10.000000 0.500000
48.91770172 -61.00000000 -2.74475002 1.078500 1.935480 10.000000 0.500000
49.41770172 -61.00000000 -2.74475002 3.405230 3.333330 10.000000 0.500000
49.91770172 -61.00000000 -2.74475002 1.145570 2.038460 10.000000 0.500000
50.41770172 -61.00000000 -2.74475002 4.039500 5.108700 10.000000 0.500000
50.91770172 -61.00000000 -2.74475002 2.310760 3.225810 10.000000 0.500000
51.41770172 -61.00000000 -2.74475002 4.071100 4.718450 10.000000 0.500000
51.91770172 -61.00000000 -2.74475002 2.098720 2.957750 10.000000 0.500000
52.41770172 -61.00000000 -2.74475002 2.635590 3.623190 10.000000 0.500000
52.91770172 -61.00000000 -2.74475002 3.424980 5.208330 10.000000 0.500000
53.41770172 -61.00000000 -2.74475002 2.878930 4.265060 10.000000 0.500000
53.91770172 -61.00000000 -2.74475002 3.545990 3.684210 10.000000 0.500000
54.41770172 -61.00000000 -2.74475002 3.569040 4.666670 10.000000 0.500000
54.91770172 -61.00000000 -2.74475002 11.631300 14.000000 14.000000 0.500000
55.41770172 -61.00000000 -2.74475002 4.197040 5.293580 10.000000 0.500000
55.91770172 -61.00000000 -2.74475002 10.012200 12.000000 12.000000 0.500000
56.41770172 -61.00000000 -2.74475002 8.716940 8.218980 10.000000 0.500000
56.91770172 -61.00000000 -2.74475002 11.063200 18.000000 18.000000 0.500000
57.41770172 -61.00000000 -2.74475002 5.934370 37.000000 37.000000 0.500000
57.91770172 -61.00000000 -2.74475002 2.835760 4.274190 10.000000 0.500000
58.41770172 -61.00000000 -2.74475002 3.051580 5.000000 10.000000 0.500000
58.91770172 -61.00000000 -2.74475002 2.336010 4.250000 10.000000 0.500000
59.41770172 -61.00000000 -2.74475002 2.240230 4.100000 10.000000 0.500000
59.91770172 -61.00000000 -2.74475002 1.598440 2.500000 10.000000 0.500000
60.41770172 -61.00000000 -2.74475002 2.820990 4.931510 10.000000 0.500000
60.91770172 -61.00000000 -2.74475002 2.028490 3.500000 10.000000 0.500000
61.41770172 -61.00000000 -2.74475002 2.552040 3.170730 10.000000 0.500000
61.91770172 -61.00000000 -2.74475002 2.060710 11.000000 29.000000 0.500000
37.41770172 -60.50000000 -2.74475002 2.063160 3.309350 10.000000 0.500000
37.91770172 -60.50000000 -2.74475002 1.805140 2.807020 10.000000 0.500000
38.41770172 -60.50000000 -2.74475002 2.064450 3.434340 10.000000 0.500000
38.91770172 -60.50000000 -2.74475002 2.032050 3.170730 10.000000 0.500000
39.41770172 -60.50000000 -2.74475002 2.852980 4.095240 10.000000 0.500000
39.91770172 -60.50000000 -2.74475002 1.252530 2.345680 10.000000 0.500000
40.41770172 -60.50000000 -2.74475002 3.059010 4.505490 10.000000 0.500000
40.91770172 -60.50000000 -2.74475002 3.180900 4.456520 10.000000 0.500000
41.41770172 -60.50000000 -2.74475002 4.375840 7.841000 10.000000 0.500000
41.91770172 -60.50000000 -2.74475002 10.581100 18.000000 18.000000 0.500000
42.41770172 -60.50000000 -2.74475002 12.064300 19.000000 19.000000 0.500000
42.91770172 -60.50000000 -2.74475002 12.722100 16.000000 17.000000 0.500000
43.41770172 -60.50000000 -2.74475002 6.081150 7.208120 10.000000 0.500000
43.91770172 -60.50000000 -2.74475002 4.597690 5.530610 10.000000 0.500000
44.41770172 -60.50000000 -2.74475002 2.187330 2.932520 10.000000 0.500000
44.91770172 -60.50000000 -2.74475002 3.091320 4.870230 10.000000 0.500000
45.41770172 -60.50000000 -2.74475002 1.792940 2.892560 10.000000 0.500000
45.91770172 -60.50000000 -2.74475002 2.785770 3.142860 10.000000 0.500000
46.41770172 -60.50000000 -2.74475002 2.255890 3.756100 10.000000 0.500000
46.91770172 -60.50000000 -2.74475002 2.240260 3.525640 10.000000 0.500000
47.41770172 -60.50000000 -2.74475002 2.153070 3.686570 10.000000 0.500000
47.91770172 -60.50000000 -2.74475002 3.061040 4.552240 10.000000 0.500000
48.41770172 -60.50000000 -2.74475002 1.748880 2.761190 10.000000 0.500000
48.91770172 -60.50000000 -2.74475002 1.775090 2.692310 10.000000 0.500000
49.41770172 -60.50000000 -2.74475002 4.801800 5.148510 10.000000 0.500000
49.91770172 -60.50000000 -2.74475002 1.811230 3.076920 10.000000 0.500000
50.41770172 -60.50000000 -2.74475002 1.039080 1.888890 10.000000 0.500000
50.91770172 -60.50000000 -2.74475002 2.813620 3.580250 10.000000 0.500000
51.41770172 -60.50000000 -2.74475002 2.730030 2.682930 10.000000 0.500000
51.91770172 -60.50000000 -2.74475002 1.832010 3.469390 10.000000 0.500000
52.41770172 -60.50000000 -2.74475002 1.291190 2.272730 10.000000 0.500000
52.91770172 -60.50000000 -2.74475002 4.160500 6.393440 10.000000 0.500000
53.41770172 -60.50000000 -2.74475002 2.404190 3.820220 10.000000 0.500000
53.91770172 -60.50000000 -2.74475002 4.980440 5.767860 10.000000 0.500000
54.41770172 -60.50000000 -2.74475002 9.219400 7.530490 10.000000 0.500000
54.91770172 -60.50000000 -2.74475002 8.528530 16.000000 16.000000 0.500000
55.41770172 -60.50000000 -2.74475002 4.909620 7.515530 10.000000 0.500000
55.91770172 -60.50000000 -2.74475002 12.044200 15.000000 15.000000 0.500000
56.41770172 -60.50000000 -2.74475002 8.947840 15.000000 15.000000 0.500000
56.91770172 -60.50000000 -2.74475002 10.251800 36.000000 36.000000 0.500000
57.41770172 -60.50000000 -2.74475002 5.207680 33.000000 34.000000 0.500000
57.91770172 -60.50000000 -2.74475002 2.063480 3.088240 10.000000 0.500000
58.41770172 -60.50000000 -2.74475002 4.480970 5.925930 10.000000 0.500000
58.91770172 -60.50000000 -2.74475002 2.752190 4.509800 10.000000 0.500000
59.41770172 -60.50000000 -2.74475002 1.853510 3.684210 10.000000 0.500000
59.91770172 -60.50000000 -2.74475002 2.165950 2.835820 10.000000 0.500000
60.41770172 -60.50000000 -2.74475002 2.257070 4.342110 10.000000 0.500000
60.91770172 -60.50000000 -2.74475002 1.804270 3.064520 10.000000 0.500000
61.41770172 -60.50000000 -2.74475002 0.993036 1.578950 10.000000 0.500000
61.91770172 -60.50000000 -2.74475002 1.523420 6.000000 18.000000 0.500000
37.41770172 -60.00000000 -2.74475002 2.349260 3.192770 10.000000 0.500000
37.91770172 -60.00000000 -2.74475002 0.817869 1.000000 10.000000 0.500000
38.41770172 -60.00000000 -2.74475002 1.765970 2.755100 10.000000 0.500000
38.91770172 -60.00000000 -2.74475002 2.231070 3.163270 10.000000 0.500000
39.41770172 -60.00000000 -2.74475002 2.051260 2.584270 10.000000 0.500000
39.91770172 -60.00000000 -2.74475002 1.234060 2.500000 10.000000 0.500000
40.41770172 -60.00000000 -2.74475002 2.243640 3.571430 10.000000 0.500000
40.91770172 -60.00000000 -2.74475002 2.707470 4.240000 10.000000 0.500000
41.41770172 -60.00000000 -2.74475002 6.270690 12.000000 12.000000 0.500000
41.91770172 -60.00000000 -2.74475002 9.964080 19.000000 19.000000 0.500000
42.41770172 -60.00000000 -2.74475002 12.235100 18.000000 18.000000 0.500000
42.91770172 -60.00000000 -2.74475002 11.979500 16.000000 16.000000 0.500000
43.41770172 -60.00000000 -2.74475002 7.891800 7.832400 10.000000 0.500000
43.91770172 -60.00000000 -2.74475002 8.173850 7.064220 10.000000 0.500000
44.41770172 -60.00000000 -2.74475002 3.557640 4.473680 10.000000 0.500000
44.91770172 -60.00000000 -2.74475002 6.042520 7.236360 10.000000 0.500000
45.41770172 -60.00000000 -2.74475002 4.392520 5.419350 10.000000 0.500000
45.91770172 -60.00000000 -2.74475002 3.135080 4.666670 10.000000 0.500000
46.41770172 -60.00000000 -2.74475002 2.421760 3.653850 10.000000 0.500000
46.91770172 -60.00000000 -2.74475002 3.638050 4.938780 10.000000 0.500000
47.41770172 -60.00000000 -2.74475002 4.949480 6.311930 10.000000 0.500000
47.91770172 -60.00000000 -2.74475002 3.455500 3.786410 10.000000 0.500000
48.41770172 -60.00000000 -2.74475002 2.039900 3.200000 10.000000 0.500000
48.91770172 -60.00000000 -2.74475002 2.479680 3.941610 10.000000 0.500000
49.41770172 -60.00000000 -2.74475002 2.012040 3.535350 10.000000 0.500000
49.91770172 -60.00000000 -2.74475002 2.531010 3.366340 10.000000 0.500000
50.41770172 -60.00000000 -2.74475002 5.502570 5.200000 10.000000 0.500000
50.91770172 -60.00000000 -2.74475002 1.664580 2.222220 10.000000 0.500000
51.41770172 -60.00000000 -2.74475002 2.137340 3.076920 10.000000 0.500000
51.91770172 -60.00000000 -2.74475002 2.264400 2.913390 10.000000 0.500000
52.41770172 -60.00000000 -2.74475002 2.003640 3.827960 10.000000 0.500000
52.91770172 -60.00000000 -2.74475002 4.007420 4.957980 10.000000 0.500000
53.41770172 -60.00000000 -2.74475002 3.052530 4.888890 10.000000 0.500000
53.91770172 -60.00000000 -2.74475002 2.897080 5.000000 10.000000 0.500000
54.41770172 -60.00000000 -2.74475002 9.767050 28.000000 28.000000 0.500000
54.91770172 -60.00000000 -2.74475002 6.336590 7.286430 10.000000 0.500000
55.41770172 -60.00000000 -2.74475002 10.251100 11.000000 11.000000 0.500000
55.91770172 -60.00000000 -2.74475002 13.387100 25.000000 25.000000 0.500000
56.41770172 -60.00000000 -2.74475002 6.334020 17.000000 17.000000 0.500000
56.91770172 -60.00000000 -2.74475002 13.043600 34.000000 34.000000 0.500000
57.41770172 -60.00000000 -2.74475002 6.344050 38.000000 40.000000 0.500000
57.91770172 -60.00000000 -2.74475002 2.792850 3.571430 10.000000 0.500000
58.41770172 -60.00000000 -2.74475002 2.810150 4.354840 10.000000 0.500000
58.91770172 -60.00000000 -2.74475002 2.604160 3.983050 10.000000 0.500000
59.41770172 -60.00000000 -2.74475002 1.679790 2.578120 10.000000 0.500000
59.91770172 -60.00000000 -2.74475002 1.706810 2.923080 10.000000 0.500000
60.41770172 -60.00000000 -2.74475002 1.086330 2.142860 10.000000 0.500000
60.91770172 -60.00000000 -2.74475002 0.477498 0.579710 10.000000 0.500000
61.41770172 -60.00000000 -2.74475002 1.824730 2.657000 10.000000 0.500000
61.91770172 -60.00000000 -2.74475002 10.991800 15.000000 20.000000 0.500000
37.41770172 -59.50000000 -2.74475002 4.756220 6.714290 10.000000 0.500000
37.91770172 -59.50000000 -2.74475002 2.277080 3.505150 10.000000 0.500000
38.41770172 -59.50000000 -2.74475002 2.313020 3.541670 10.000000 0.500000
38.91770172 -59.50000000 -2.74475002 1.442000 2.424240 10.000000 0.500000
39.41770172 -59.50000000 -2.74475002 1.665010 3.142860 10.000000 0.500000
39.91770172 -59.50000000 -2.74475002 1.864710 2.444440 10.000000 0.500000
40.41770172 -59.50000000 -2.74475002 1.511680 2.627740 10.000000 0.500000
40.91770172 -59.50000000 -2.74475002 2.601320 4.490570 10.000000 0.500000
41.41770172 -59.50000000 -2.74475002 8.197410 17.000000 18.000000 0.500000
41.91770172 -59.50000000 -2.74475002 9.847980 14.000000 14.000000 0.500000
42.41770172 -59.50000000 -2.74475002 10.632800 10.000000 10.000000 0.500000
42.91770172 -59.50000000 -2.74475002 8.904860 8.320000 10.000000 0.500000
43.41770172 -59.50000000 -2.74475002 7.066360 7.180230 10.000000 0.500000
43.91770172 -59.50000000 -2.74475002 3.867010 5.341770 10.000000 0.500000
44.41770172 -59.50000000 -2.74475002 2.706120 4.061220 10.000000 0.500000
44.91770172 -59.50000000 -2.74475002 1.863420 2.775510 10.000000 0.500000
45.41770172 -59.50000000 -2.74475002 5.677020 6.282050 10.000000 0.500000
45.91770172 -59.50000000 -2.74475002 6.792020 6.358970 10.000000 0.500000
46.41770172 -59.50000000 -2.74475002 1.955870 3.008930 10.000000 0.500000
46.91770172 -59.50000000 -2.74475002 2.406440 3.582090 10.000000 0.500000
47.41770172 -59.50000000 -2.74475002 8.674700 8.125000 10.000000 0.500000
47.91770172 -59.50000000 -2.74475002 2.457580 3.988440 10.000000 0.500000
48.41770172 -59.50000000 -2.74475002 1.142970 2.014930 10.000000 0.500000
48.91770172 -59.50000000 -2.74475002 1.100280 1.692310 10.000000 0.500000
49.41770172 -59.50000000 -2.74475002 1.984390 2.956520 10.000000 0.500000
49.91770172 -59.50000000 -2.74475002 1.430040 2.400000 10.000000 0.500000
50.41770172 -59.50000000 -2.74475002 3.105080 3.877550 10.000000 0.500000
50.91770172 -59.50000000 -2.74475002 2.222150 3.461540 10.000000 0.500000
51.41770172 -59.50000000 -2.74475002 5.360930 5.843370 10.000000 0.500000
51.91770172 -59.50000000 -2.74475002 2.173570 2.888890 10.000000 0.500000
52.41770172 -59.50000000 -2.74475002 2.278120 2.386360 10.000000 0.500000
52.91770172 -59.50000000 -2.74475002 2.974320 4.873950 10.000000 0.500000
53.41770172 -59.50000000 -2.74475002 1.853640 3.302750 10.000000 0.500000
53.91770172 -59.50000000 -2.74475002 2.577950 3.250000 10.000000 0.500000
54.41770172 -59.50000000 -2.74475002 3.429340 4.791670 10.000000 0.500000
54.91770172 -59.50000000 -2.74475002 5.784300 5.882350 10.000000 0.500000
55.41770172 -59.50000000 -2.74475002 12.188300 17.000000 17.000000 0.500000
55.91770172 -59.50000000 -2.74475002 9.599750 25.000000 25.000000 0.500000
56.41770172 -59.50000000 -2.74475002 7.242750 8.071790 10.000000 0.500000
56.91770172 -59.50000000 -2.74475002 7.149220 9.517070 10.000000 0.500000
57.41770172 -59.50000000 -2.74475002 7.402300 21.000000 21.000000 0.500000
57.91770172 -59.50000000 -2.74475002 4.265540 5.181290 10.000000 0.500000
58.41770172 -59.50000000 -2.74475002 1.312160 2.155170 10.000000 0.500000
58.91770172 -59.50000000 -2.74475002 1.496370 2.792790 10.000000 0.500000
59.41770172 -59.50000000 -2.74475002 1.991640 3.083330 10.000000 0.500000
59.91770172 -59.50000000 -2.74475002 2.147200 2.894740 10.000000 0.500000
60.41770172 -59.50000000 -2.74475002 1.776880 2.906980 10.000000 0.500000
60.91770172 -59.50000000 -2.74475002 2.600070 3.307090 10.000000 0.500000
61.41770172 -59.50000000 -2.74475002 3.204630 11.000000 15.000000 0.500000
61.91770172 -59.50000000 -2.74475002 1.369690 5.000000 28.000000 0.500000
37.41770172 -59.00000000 -2.74475002 6.473050 12.000000 12.000000 0.500000
37.91770172 -59.00000000 -2.74475002 4.046090 8.525250 10.000000 0.500000
38.41770172 -59.00000000 -2.74475002 2.477990 3.812500 10.000000 0.500000
38.91770172 -59.00000000 -2.74475002 3.488560 5.727270 10.000000 0.500000
39.41770172 -59.00000000 -2.74475002 1.982320 3.627450 10.000000 0.500000
39.91770172 -59.00000000 -2.74475002 2.882450 4.000000 10.000000 0.500000
40.41770172 -59.00000000 -2.74475002 2.754500 4.547490 10.000000 0.500000
40.91770172 -59.00000000 -2.74475002 8.089740 19.000000 19.000000 0.500000
41.41770172 -59.00000000 -2.74475002 10.688700 12.000000 12.000000 0.500000
41.91770172 -59.00000000 -2.74475002 8.634870 11.000000 11.000000 0.500000
42.41770172 -59.00000000 -2.74475002 9.153550 8.636770 10.000000 0.500000
42.91770172 -59.00000000 -2.74475002 9.182500 8.757060 10.000000 0.500000
43.41770172 -59.00000000 -2.74475002 3.910970 5.678260 10.000000 0.500000
43.91770172 -59.00000000 -2.74475002 2.386740 3.474580 10.000000 0.500000
44.41770172 -59.00000000 -2.74475002 4.936730 5.652630 10.000000 0.500000
44.91770172 -59.00000000 -2.74475002 3.242680 3.333330 10.000000 0.500000
45.41770172 -59.00000000 -2.74475002 2.699820 3.877050 10.000000 0.500000
45.91770172 -59.00000000 -2.74475002 1.555790 2.345680 10.000000 0.500000
46.41770172 -59.00000000 -2.74475002 3.719580 4.988170 10.000000 0.500000
46.91770172 -59.00000000 -2.74475002 4.040890 5.312500 10.000000 0.500000
47.41770172 -59.00000000 -2.74475002 2.718200 3.901320 10.000000 0.500000
47.91770172 -59.00000000 -2.74475002 2.071220 2.880000 10.000000 0.500000
48.41770172 -59.00000000 -2.74475002 2.435810 3.571430 10.000000 0.500000
48.91770172 -59.00000000 -2.74475002 2.920150 3.768420 10.000000 0.500000
49.41770172 -59.00000000 -2.74475002 2.309100 2.931030 10.000000 0.500000
49.91770172 -59.00000000 -2.74475002 4.318730 6.000000 10.000000 0.500000
50.41770172 -59.00000000 -2.74475002 3.158700 4.596770 10.000000 0.500000
50.91770172 -59.00000000 -2.74475002 3.597500 5.208330 10.000000 0.500000
51.41770172 -59.00000000 -2.74475002 2.763610 3.790000 10.000000 0.500000
51.91770172 -59.00000000 -2.74475002 1.750010 2.647890 10.000000 0.500000
52.41770172 -59.00000000 -2.74475002 2.554780 3.943660 10.000000 0.500000
52.91770172 -59.00000000 -2.74475002 2.649620 3.027520 10.000000 0.500000
53.41770172 -59.00000000 -2.74475002 2.888440 4.189470 10.000000 0.500000
53.91770172 -59.00000000 -2.74475002 2.246080 3.333330 10.000000 0.500000
54.41770172 -59.00000000 -2.74475002 6.649740 6.181820 10.000000 0.500000
54.91770172 -59.00000000 -2.74475002 3.258650 3.877550 10.000000 0.500000
55.41770172 -59.00000000 -2.74475002 3.923130 4.907410 10.000000 0.500000
55.91770172 -59.00000000 -2.74475002 7.809300 13.000000 14.000000 0.500000
56.41770172 -59.00000000 -2.74475002 6.286950 8.518750 10.000000 0.500000
56.91770172 -59.00000000 -2.74475002 8.163130 21.000000 21.000000 0.500000
57.41770172 -59.00000000 -2.74475002 6.842690 29.000000 31.000000 0.500000
57.91770172 -59.00000000 -2.74475002 8.310050 21.000000 23.000000 0.500000
58.41770172 -59.00000000 -2.74475002 2.870410 5.558620 10.000000 0.500000
58.91770172 -59.00000000 -2.74475002 1.591320 2.480000 10.000000 0.500000
59.41770172 -59.00000000 -2.74475002 1.844550 3.017240 10.000000 0.500000
59.91770172 -59.00000000 -2.74475002 1.542170 2.247190 10.000000 0.500000
60.41770172 -59.00000000 -2.74475002 2.545660 3.151520 10.000000 0.500000
