//X Y Z R G B Nx Ny Nz
57.07424927 -52.47375107 8.27999973 67 59 255 0.000000 0.000000 0.000000
57.09149933 -52.33050156 8.20849991 68 59 255 0.000000 0.000000 0.000000
57.16524887 -52.33950043 8.22649956 68 59 255 0.000000 0.000000 0.000000
58.00875092 -51.81375122 7.74650002 70 57 255 0.000000 0.000000 0.000000
57.58124924 -52.03575134 7.57250023 69 58 255 0.000000 0.000000 0.000000
57.62149811 -52.17324829 7.72149992 69 58 255 0.000000 0.000000 0.000000
57.56924820 -52.12575150 7.76100016 69 58 255 0.000000 0.000000 0.000000
57.96799850 -51.77849960 7.70225000 70 57 255 0.000000 0.000000 0.000000
57.74449921 -51.91025162 7.75075006 69 57 255 0.000000 0.000000 0.000000
57.94274902 -51.75650024 7.65525007 70 57 255 0.000000 0.000000 0.000000
57.45524979 -52.08150101 7.61474991 69 58 255 0.000000 0.000000 0.000000
